Search Term,Event count,Total users,Event count per active user,Total revenue
Kartoffel Würfel ,2,1,2,0
Kartoffel Würfel 20 x 20 mm,2,1,2,0
Kartoffel gesch,2,1,2,0
Kartoffel typ a,2,2,1,0
Kartoffeln Roller,2,2,1,0
Kartoffeln V,2,1,2,0
Kartoffeln Venezia,2,1,2,0
Kartoffeln für Salat,2,1,2,0
Kartoffeln grün,2,1,2,0
Kartoffeln würfel,2,2,1,0
Kartoffelstock,2,1,2,0
Kase salat,2,1,2,0
Kaviar,2,2,1,0
Kern,2,2,1,0
Kern & Sammet,2,2,1,0
Kiefernnadeln,2,1,2,0
Kinder frucht,2,1,2,0
Kiri,2,2,1,0
Kirschen ,2,2,1,0
Kiwi ,2,2,1,0
Knoblauch sauce,2,1,2,0
Knutwiler,2,2,1,0
Knutwilet,2,1,2,0
Knöpfli,2,2,1,0
Kohl,2,2,1,0
Kokoscreme,2,1,2,0
Konfitüre,2,2,1,0
Kopfsalat rot,2,2,1,0
Koreander,2,2,1,0
Kräutersalat,2,2,1,0
Käppeli salat,2,1,2,0
Käse Portionen,2,1,2,0
Käse gerieben,2,2,1,0
Käse mischung,2,2,1,0
Käse schei,2,1,2,0
Käse stick,2,1,2,0
Käsefondue,2,2,1,0
Käsesplitter,2,1,2,0
Königskuchen,2,1,2,0
Kürbis Würfel,2,1,2,0
Kürbis bio,2,1,2,0
Kürbiskerne,2,2,1,0
LASAGNE,2,1,2,0
LATTE,2,1,2,0
LEAVES,2,1,2,0
LINSEN,2,2,1,0
LVK,2,1,2,0
Ladyfinger,2,1,2,0
Large milk,2,1,2,0
Lauch Bund,2,1,2,0
Lauch bund,2,2,1,0
Laufen,2,1,2,0
Leaves,2,1,2,0
Limettensaft,2,2,1,0
Linsen bio,2,1,2,0
Linsen salat,2,1,2,0
Login,2,2,1,0
Lollo ,2,2,1,0
Lolo,2,2,1,0
Lusso,2,1,2,0
Luzerner Rahmkäse,2,1,2,0
Magnum,2,2,1,0
Mais TK,2,1,2,0
Maisgipfel,2,1,2,0
Mamito,2,1,2,0
Mandared,2,1,2,0
Mandelbällchen,2,2,1,0
Mango Premium,2,1,2,0
Mango püree,2,2,1,0
Maracuia,2,1,2,0
Maracuja,2,1,2,0
Margarine,2,2,1,0
Maronen,2,1,2,0
Marzipan,2,1,2,0
Mc Cormick,2,1,2,0
Meatballs,2,2,1,0
Micro ,2,1,2,0
"Milch 3,5",2,2,1,0
Milch 3.5,2,2,1,0
Milch Prima,2,1,2,0
Milchdrink UHT,2,1,2,0
Mineral,2,2,1,0
Minerall,2,1,2,0
Minestrone,2,1,2,0
Mini Lattich,2,1,2,0
Mini Patisserie,2,1,2,0
Mini dessert,2,1,2,0
Mini-Crèmeschnitte,2,1,2,0
Mirabellen,2,1,2,0
Misch,2,2,1,0
Mischgemüse,2,2,1,0
Mischsalate,2,1,2,0
Mister cool,2,1,2,0
Mix,2,1,2,0
Mix Salat,2,1,2,0
Monin zimt,2,2,1,0
Mozarrella Perlen,2,1,2,0
Mozzarella Pizza,2,1,2,0
Mozzarella geraffelt,2,2,1,0
Mozzarella kg,2,1,2,0
Mozzarella kugeln,2,2,1,0
Mozzarella mini,2,2,1,0
Mozzarella perlen,2,2,1,0
Multisaft,2,1,2,0
Mungosprossen,2,2,1,0
Mälzer,2,1,2,0
Mürner,2,1,2,0
Müssli,2,1,2,0
NUSSSTANGE,2,1,2,0
Nachos,2,2,1,0
Napf Nuggets,2,1,2,0
Napf fondue,2,1,2,0
Nature,2,2,1,0
Natures silber,2,1,2,0
Nussgipfel,2,1,2,0
Nussschbecke,2,1,2,0
Nutella ,2,1,2,0
NÜSSLER,2,1,2,0
Obstsalat,2,1,2,0
Ofenfrülingsrollen,2,1,2,0
Ofengemüse,2,2,1,0
Onion,2,1,2,0
Orange ,2,1,2,0
Orangen ,2,1,2,0
Orangen frisch,2,1,2,0
Orangenfilet,2,2,1,0
Orangenfilets,2,2,1,0
Oregano,2,2,1,0
Origina,2,1,2,0
PANIERMEHL,2,1,2,0
PARMA DORO,2,1,2,0
PASTETLI,2,1,2,0
PASTINAKEN,2,2,1,0
PEPERONI,2,2,1,0
POME,2,1,2,0
POTATOES,2,1,2,0
Pak,2,2,1,0
Pakchoi,2,2,1,0
Papier,2,2,1,0
Parmadoro,2,1,2,0
Parsley,2,1,2,0
Patatelli,2,1,2,0
Patties black angus beef,2,1,2,0
Pausen Apfel,2,1,2,0
Pausenapfel,2,2,1,0
Pausenäpfel,2,2,1,0
Paysanne,2,2,1,0
Pepe,2,2,1,0
Peperonchini,2,2,1,0
Peperoni gemischt,2,2,1,0
Peperoni würfel,2,2,1,0
Peperonie,2,1,2,0
Peperonie tri,2,1,2,0
Peterli ,2,2,1,0
Petersilie gekraust,2,2,1,0
Petersilie glatt,2,2,1,0
Petersilien,2,2,1,0
Petit four,2,1,2,0
Pfälzer Karotten,2,1,2,0
Pfälzer gross,2,1,2,0
Phila,2,2,1,0
Pistazien gl,2,1,2,0
Pizzateig,2,2,1,0
Pommes 8.5,2,1,2,0
Pommes 9,2,1,2,0
Pommes Frites ,2,1,2,0
Pommes Frites eco,2,1,2,0
Pommes eco,2,2,1,0
Pommes frites grob,2,1,2,0
Pommes super,2,2,1,0
Ponthier,2,2,1,0
Portionsbutter,2,2,1,0
Portwein,2,2,1,0
Pouthier,2,1,2,0
Preiselbeer,2,2,1,0
Prezel,2,1,2,0
Prima,2,2,1,0
Puderzucker,2,2,1,0
Pulet,2,1,2,0
Püriertes Gemüse,2,1,2,0
Quitte,2,1,2,0
Quitten,2,2,1,0
ROMANESCO,2,1,2,0
ROSMARIN,2,2,1,0
RUCOLA,2,2,1,0
Racle,2,2,1,0
Raclett,2,2,1,0
Raclette Kartoffeln,2,2,1,0
Raclette gourmet,2,1,2,0
Raclette natur,2,1,2,0
Raclette rauch,2,1,2,0
Raclettekartoffeln,2,1,2,0
Raclettkartoffeln,2,1,2,0
Radicchio,2,1,2,0
Radiesli sprossen,2,1,2,0
Radischen,2,2,1,0
Radisli,2,2,1,0
Raffaello,2,1,2,0
Rahm ,2,2,1,0
Rahm Vegan,2,1,2,0
Rahmdose,2,1,2,0
Rahmspinat,2,2,1,0
Randen gedämpft,2,2,1,0
Randen vac,2,1,2,0
Randenjulienne,2,1,2,0
Raps,2,2,1,0
Rauchlachs geschnitten,2,2,1,0
Reisnudeln,2,1,2,0
Rhababer,2,1,2,0
Riebelmais,2,1,2,0
Rinds tatar,2,1,2,0
Rollen,2,1,2,0
Roller Schwei,2,1,2,0
Roller Schweiz,2,1,2,0
Rosmarin ,2,1,2,0
Rote Zwiebel,2,2,1,0
Ruchbrot,2,2,1,0
Rucola Pesto,2,1,2,0
Ruebli gross,2,1,2,0
Russischer Salat,2,2,1,0
RÖSTI,2,2,1,0
RÜEBLI JULIENNER,2,1,2,0
SALAT,2,2,1,0
SALATMIX,2,1,2,0
Sais,2,1,2,0
Sala nova,2,2,1,0
Salamie,2,2,1,0
Salat Mix,2,2,1,0
Salate  sauce,2,1,2,0
Samen,2,1,2,0
Sandwiches,2,2,1,0
Sauer halbrahm,2,1,2,0
Sauerkirschen,2,2,1,0
Sauerkraut gekocht,2,1,2,0
Sbrinz rollen,2,2,1,0
Schafkäse,2,1,2,0
Schalotten,2,2,1,0
Schinken gipfeli,2,1,2,0
Schmelzkäse,2,1,2,0
Schnitten,2,1,2,0
Schoggi,2,2,1,0
Schokoladen kuchen,2,1,2,0
Schwarzkohl,2,1,2,0
Schwein,2,2,1,0
Schweins Filet ,2,1,2,0
Schüffeli,2,1,2,0
Sellerie knollen,2,2,1,0
Selleriesalat,2,2,1,0
Servierte,2,1,2,0
Sesam ,2,1,2,0
Shaker,2,1,2,0
Shiitake,2,2,1,0
Shitake,2,2,1,0
Sluups,2,1,2,0
Smartis,2,1,2,0
Snacks,2,1,2,0
Snickers,2,2,1,0
Sojajoghurt,2,1,2,0
Sonnenblumenkerne,2,2,1,0
Sous Vide,2,1,2,0
Spaghettikürbis,2,1,2,0
Speckwürfel,2,2,1,0
Spinat TK,2,2,1,0
Spinat fein,2,1,2,0
Spinatkuchen,2,1,2,0
Spülmittel,2,2,1,0
Sriracha,2,1,2,0
Stangenlauch,2,2,1,0
Sterne,2,2,1,0
Stracchino,2,1,2,0
Strohhalme,2,1,2,0
Suppen Gemüse,2,1,2,0
Swiss cereal hafer,2,1,2,0
Süsskartoffel würfel,2,2,1,0
THOMY,2,1,2,0
TK Aprikosen,2,1,2,0
TK Spinat,2,2,1,0
TK fertiggerichte,2,1,2,0
Tabasco,2,1,2,0
Tagessalat,2,2,1,0
Tannenzapfen,2,1,2,0
Tete de moine,2,2,1,0
Thai Basil,2,2,1,0
Thon,2,2,1,0
Thymina,2,2,1,0
Tilsiter rot,2,2,1,0
Tischbrötli,2,2,1,0
Tk Beeren,2,2,1,0
Tk frucht,2,1,2,0
Tk früchte,2,1,2,0
Tomaten Rissolée 14 x 14 mm,2,1,2,0
Tomatenmark,2,2,1,0
Tomatenwürfel,2,2,1,0
Torte ,2,1,2,0
Tortelini,2,2,1,0
Truten,2,2,1,0
Trutenschinken,2,2,1,0
Twix,2,1,2,0
Tyhmian,2,2,1,0
Tymian,2,2,1,0
UHT MILch,2,1,2,0
UHT milch,2,2,1,0
Uht vollmilch,2,1,2,0
Urkarotte,2,2,1,0
Urnäscher,2,1,2,0
VEGAN BURGER,2,1,2,0
VOLLEI,2,2,1,0
VOLLMICH UHT,2,1,2,0
Vanille creme,2,1,2,0
Vanille gemahlen,2,1,2,0
Vanille glace ,2,1,2,0
Vanilleglace emmi,2,2,1,0
Voi ei,2,1,2,0
Vollmilch uht,2,2,1,0
Vollrahm D,2,1,2,0
Vollrahm uht,2,1,2,0
WINE,2,1,2,0
WIRSING,2,1,2,0
WIRZ,2,2,1,0
Waffeln,2,1,2,0
Waldbeeren tk,2,2,1,0
Wantan,2,1,2,0
Wassermelone,2,1,2,0
Weichkäse,2,2,1,0
Wernli,2,1,2,0
Wiener,2,2,1,0
Wähe,2,1,2,0
Yogurt,2,2,1,0
ZUCKER,2,1,2,0
ZUckerhut,2,1,2,0
ZWEIFEL,2,1,2,0
ZWIEBEL,2,2,1,0
Zimtglace,2,1,2,0
Zimtstern,2,1,2,0
Zopf,2,2,1,0
Zucch,2,1,2,0
Zucchet,2,2,1,0
Zucchetti ju,2,1,2,0
Zuchhetti,2,2,1,0
Zuchini,2,2,1,0
Zuckersticks,2,2,1,0
Zwicky,2,1,2,0
Zwiebel ,2,2,1,0
Zwiebel Würfel,2,2,1,0
Zwiebeln gehackt,2,2,1,0
Zwiebelwürfel,2,2,1,0
Zwieblen,2,2,1,0
aNAN,2,1,2,0
abfallbeutel,2,1,2,0
abricoture,2,2,1,0
acai,2,2,1,0
aceto,2,2,1,0
aceto ,2,1,2,0
ackerbohnen,2,2,1,0
actifit,2,2,1,0
actimel,2,1,2,0
adrio,2,2,1,0
affila kresse,2,1,2,0
affilia,2,1,2,0
agar agar,2,2,1,0
agaven,2,1,2,0
agavendicksaft,2,1,2,0
aglio,2,1,2,0
agria gesch,2,2,1,0
agria jelly,2,1,2,0
aioli,2,1,2,0
aji,2,1,2,0
aji amarillo,2,2,1,0
ajvar,2,1,2,0
aktion,2,2,1,0
alfa,2,2,1,0
alfa alfa,2,2,1,0
alfaalfa,2,2,1,0
alkohol,2,1,2,0
almond milk,2,1,2,0
aloe vera,2,1,2,0
alpkase,2,1,2,0
alpler,2,2,1,0
alufolie,2,2,1,0
aluminium,2,1,2,0
alummettes,2,1,2,0
amaRANS,2,1,2,0
ananas royal,2,2,1,0
ananas tk,2,1,2,0
ananas$,2,1,2,0
ananasglace,2,1,2,0
ananaswürfel,2,2,1,0
aneto,2,2,1,0
anke ,2,2,1,0
anke napf,2,1,2,0
anke stärnli,2,2,1,0
apero brötli,2,2,1,0
apero mix ,2,1,2,0
apero sticks,2,1,2,0
aperol,2,1,2,0
apfallbeutel,2,1,2,0
apfel brunoise,2,2,1,0
apfel gedörrt,2,1,2,0
apfel gedört,2,1,2,0
apfel sorbet,2,1,2,0
apfelessig,2,2,1,0
apfelknusper,2,1,2,0
apfelmu,2,2,1,0
apfelpunsch,2,2,1,0
apfelschnitzli,2,2,1,0
apfelstrudel mini,2,2,1,0
apfelwähe,2,2,1,0
apple ,2,1,2,0
apples,2,1,2,0
apricot,2,1,2,0
apricotüre,2,1,2,0
aprikosen ,2,2,1,0
aprikosen tk,2,2,1,0
aprikosensorbet,2,1,2,0
aquarello,2,2,1,0
arance,2,2,1,0
artischocken in öl,2,1,2,0
auberginen ,2,1,2,0
auberginen bio,2,1,2,0
auberine,2,2,1,0
aufstrich,2,2,1,0
austern pilze,2,1,2,0
austernseitling,2,2,1,0
avocad,2,2,1,0
avocadoes,2,1,2,0
bLUMENKOHL,2,2,1,0
baby ,2,2,1,0
baby ananas,2,2,1,0
baby corn,2,2,1,0
baby rüeb,2,1,2,0
baby spinat,2,2,1,0
babymais,2,2,1,0
backed,2,2,1,0
backmischung,2,1,2,0
baked,2,2,1,0
baked beans,2,2,1,0
bakery bakery,2,1,2,0
balisto,2,2,1,0
ballotine,2,1,2,0
bami,2,2,1,0
bami goreng,2,2,1,0
ban,2,2,1,0
bana,2,2,1,0
banae,2,1,2,0
banana ,2,2,1,0
banana dry,2,1,2,0
bananae,2,2,1,0
bananaen,2,2,1,0
bananas,2,2,1,0
bananeb,2,2,1,0
bananen bio,2,1,2,0
bannanen,2,2,1,0
basic salat,2,2,1,0
basmati chia,2,2,1,0
baton,2,1,2,0
bauernschinken,2,2,1,0
baugette,2,2,1,0
baumnusskerne,2,2,1,0
baylis,2,2,1,0
bc,2,1,2,0
be leaf,2,1,2,0
beere,2,2,1,0
beere tk,2,1,2,0
beeren ,2,1,2,0
bel,2,1,2,0
belaeaf,2,2,1,0
beleaf spread,2,2,1,0
bell peppers,2,1,2,0
belle,2,1,2,0
bellini,2,2,1,0
beluga,2,2,1,0
ben & jerry,2,1,2,0
berg,2,1,2,0
bergfichte,2,2,1,0
bergkräuter,2,2,1,0
bergmilch,2,2,1,0
bhonen,2,2,1,0
biber,2,2,1,0
biberli,2,2,1,0
biedermann,2,2,1,0
biedermann ,2,1,2,0
bierbrezel,2,2,1,0
bietola,2,1,2,0
bina kuchenteig,2,1,2,0
bindemittel,2,2,1,0
binden,2,1,2,0
bio birnen,2,2,1,0
bio eichblatt,2,1,2,0
bio eier,2,2,1,0
bio karotten,2,2,1,0
bio molke,2,1,2,0
bio orangen,2,2,1,0
bio zwiebel,2,1,2,0
birchermües,2,1,2,0
birchermüsli,2,2,1,0
biren,2,1,2,0
birnbrot,2,2,1,0
birnen sorbet,2,1,2,0
birrewegge,2,2,1,0
biscoff,2,1,2,0
biscuit,2,2,1,0
black,2,2,1,0
black angus beef,2,1,2,0
black bun,2,1,2,0
blatsalat,2,2,1,0
blatsallat,2,1,2,0
blatt salat,2,1,2,0
blattmangold,2,1,2,0
blattpetersilie,2,2,1,0
blattsalat maison,2,2,1,0
blattslalat,2,1,2,0
blattspinat tk,2,2,1,0
blau beeren,2,2,1,0
blauberren,2,1,2,0
blaue kartoffeln,2,2,1,0
blaukabis,2,2,1,0
blaumen,2,1,2,0
blauschimmelkäse,2,1,2,0
blinis,2,1,2,0
blondorangen,2,2,1,0
blue,2,1,2,0
bluhmenkohl,2,1,2,0
blumekohl,2,2,1,0
blumenkohl gelb,2,1,2,0
bluten ,2,1,2,0
bläterteig,2,2,1,0
blätterteig leisi rust,2,1,2,0
blätterteig rund,2,2,1,0
blüte,2,1,2,0
bohnen geschnitten,2,2,1,0
bohnen mittelfein,2,2,1,0
boiron birne,2,2,1,0
boiron blau,2,1,2,0
boiron kokos,2,1,2,0
boiron mandarine,2,2,1,0
bok choi,2,2,1,0
bok choy,2,2,1,0
borettana,2,2,1,0
borretane,2,1,2,0
boscop,2,1,2,0
boullon knorr,2,1,2,0
bramata polenta,2,2,1,0
bratcrème,2,2,1,0
bratfett,2,2,1,0
bratkartoffel,2,1,2,0
breabrun,2,1,2,0
breadcrums,2,1,2,0
bresc ingwer,2,1,2,0
bretzeli,2,1,2,0
brie block,2,2,1,0
brie curry,2,1,2,0
briespitzen,2,1,2,0
brix,2,1,2,0
brocco,2,2,1,0
broccoli tk,2,2,1,0
broccolo,2,1,2,0
bromberen,2,2,1,0
brot birn,2,1,2,0
brot dunkel,2,2,1,0
brot tk,2,1,2,0
brotli,2,1,2,0
brunois,2,2,1,0
brunoisemix,2,1,2,0
brunsli,2,2,1,0
bruss,2,2,1,0
brusseler,2,1,2,0
bräler,2,1,2,0
bräterli,2,2,1,0
brüsseler ,2,2,1,0
brüssler,2,2,1,0
buch,2,1,2,0
buchw,2,1,2,0
buchweizenmehl,2,2,1,0
bundzweibeln,2,1,2,0
bunt salat,2,1,2,0
burger buns,2,1,2,0
burger relish,2,1,2,0
burgerbun,2,2,1,0
burro,2,2,1,0
butter kg,2,1,2,0
butter po,2,1,2,0
butter portions,2,1,2,0
butter prima,2,2,1,0
butter vegan,2,2,1,0
butter würfel,2,1,2,0
buttergipfel avanti,2,1,2,0
butternusskürbis,2,2,1,0
buttertoast,2,2,1,0
büffel mozz,2,1,2,0
c,2,2,1,0
cafe royal,2,1,2,0
cafee cream,2,1,2,0
caffe latte cappuccino,2,2,1,0
cailler dessert,2,1,2,0
cailler kak,2,1,2,0
cak,2,2,1,0
callenoni,2,1,2,0
camamber,2,2,1,0
cambozola,2,2,1,0
camone,2,1,2,0
campus,2,1,2,0
canelloni,2,2,1,0
cap,2,1,2,0
capers,2,1,2,0
capr,2,1,2,0
capri sun,2,2,1,0
caputo,2,2,1,0
carambol,2,2,1,0
carambola,2,2,1,0
carambole,2,2,1,0
caramell,2,2,1,0
caramello,2,2,1,0
carott,2,1,2,0
cart,2,1,2,0
casata,2,1,2,0
cashewnüsse,2,2,1,0
castello,2,2,1,0
catalana,2,2,1,0
cavaillon,2,1,2,0
cavoletti,2,1,2,0
cavolfiore,2,2,1,0
cayenne,2,2,1,0
cellerie,2,1,2,0
cervelas,2,2,1,0
cervelats,2,2,1,0
cetrioli,2,2,1,0
cevap,2,1,2,0
cgerry,2,2,1,0
chabis,2,2,1,0
cham,2,2,1,0
chamignons,2,2,1,0
chamoignons,2,2,1,0
champgnon in Lake,2,1,2,0
champignion,2,1,2,0
champignong,2,2,1,0
champinion,2,2,1,0
champoignons,2,2,1,0
charlot,2,1,2,0
chateau,2,1,2,0
chavroux,2,2,1,0
chedd,2,1,2,0
cheescake,2,2,1,0
cheese,2,2,1,0
cherry dattel,2,1,2,0
cherry grap,2,1,2,0
cherry toma,2,2,1,0
cherry tomate,2,1,2,0
cherry tomato,2,2,1,0
cherrytoamten,2,2,1,0
cherrytomaten ,2,2,1,0
chia seeds,2,1,2,0
chic,2,1,2,0
chicco,2,2,1,0
chiccoorino ross,2,1,2,0
chiccore,2,2,1,0
chichemn nuddget,2,1,2,0
chicken nu,2,1,2,0
chickennuggets,2,2,1,0
chico rosso,2,1,2,0
chicorée,2,2,1,0
chiefs,2,2,1,0
chil,2,1,2,0
chili frisch,2,1,2,0
chili rot,2,2,1,0
chilli rot,2,2,1,0
chillie,2,1,2,0
chinakoh,2,2,1,0
chip,2,1,2,0
chipolotti,2,1,2,0
choc cookie,2,1,2,0
chocola,2,1,2,0
chocolety,2,1,2,0
chqiuita,2,1,2,0
chäs chüechli,2,2,1,0
chäschuechli,2,2,1,0
chüechli,2,2,1,0
chümi,2,1,2,0
ciccorino,2,2,1,0
cipoll,2,2,1,0
cipolle ,2,2,1,0
citro,2,2,1,0
classique,2,1,2,0
clementi,2,2,1,0
clementinnen,2,1,2,0
clemetine,2,2,1,0
coatina,2,1,2,0
coca,2,2,1,0
cocktail crevetten,2,2,1,0
cocktailsauce,2,2,1,0
coconut,2,2,1,0
coconut chips,2,1,2,0
cocumber,2,2,1,0
cole,2,2,1,0
cor,2,2,1,0
cordon,2,2,1,0
country frites,2,1,2,0
cox,2,2,1,0
cran,2,2,1,0
cran tk,2,1,2,0
cranberry tk,2,1,2,0
crema stracchino,2,1,2,0
creme Fraiche,2,2,1,0
creme brülee,2,1,2,0
creme f,2,1,2,0
creme feine,2,2,1,0
creme fraiche ,2,2,1,0
creme fraiche$,2,1,2,0
creme friche,2,1,2,0
cremefraiche,2,1,2,0
cremepulver,2,2,1,0
crepe,2,2,1,0
crevett,2,2,1,0
cristallina joghurt,2,2,1,0
croquette,2,2,1,0
crèmesuppe,2,1,2,0
créme fraiche,2,1,2,0
cucumber ,2,1,2,0
cumberlandsauce,2,1,2,0
curry maissalat,2,1,2,0
curry maissalt,2,1,2,0
curry mild,2,2,1,0
curry pulver,2,2,1,0
curry sauce,2,1,2,0
currypulver,2,2,1,0
currywurst,2,2,1,0
cuve,2,1,2,0
cuvers,2,1,2,0
daikon,2,2,1,0
dangi,2,2,1,0
danone,2,1,2,0
danzapfen,2,1,2,0
darvida,2,2,1,0
daup,2,1,2,0
davida,2,2,1,0
de ce,2,2,1,0
dekor,2,2,1,0
dekorfrüchtemix,2,1,2,0
del alpi kaffee,2,1,2,0
delice,2,1,2,0
deliciel,2,2,1,0
delico,2,2,1,0
dessert tk,2,1,2,0
detailbeutel,2,1,2,0
diabetes,2,1,2,0
dijonsenf,2,2,1,0
dinki,2,2,1,0
diobla,2,1,2,0
dip,2,2,1,0
dittmann,2,2,1,0
diva,2,2,1,0
dobla lace,2,1,2,0
dobla lace flower,2,1,2,0
dolba,2,1,2,0
doppel rahm,2,1,2,0
dreikönigs,2,2,1,0
dressier,2,1,2,0
dressing ita,2,1,2,0
drink ,2,1,2,0
drink 5dl,2,1,2,0
duchese,2,2,1,0
dunkel,2,1,2,0
dörfrücht,2,1,2,0
dörrb,2,2,1,0
dörrfrüchte,2,2,1,0
dörrtomaten,2,1,2,0
dürrüm,2,1,2,0
ebly,2,2,1,0
eda,2,1,2,0
edam,2,1,2,0
edamame ,2,2,1,0
edame,2,2,1,0
edelpilze,2,1,2,0
egg ,2,1,2,0
egli bierteig,2,1,2,0
egliknusperli,2,2,1,0
ei ,2,1,2,0
ei ersatz,2,1,2,0
ei past,2,1,2,0
ei weiss,2,2,1,0
eichblatt  rot,2,1,2,0
eier ch,2,2,1,0
eier cognac,2,2,1,0
eier eiercognac,2,2,1,0
eier freiland,2,2,1,0
eier frisch,2,2,1,0
eierlikör,2,1,2,0
eiersatz,2,2,1,0
eiersch,2,2,1,0
eingelegt,2,2,1,0
einwehteller,2,1,2,0
eisberg foli,2,2,1,0
elmer,2,2,1,0
emmentaler piccata,2,1,2,0
emmentaler randensalat,2,1,2,0
emmenthaler,2,2,1,0
emmi moz,2,2,1,0
emmi uht,2,1,2,0
emmi vanille,2,2,1,0
empanadas,2,2,1,0
endiv,2,1,2,0
endivi,2,2,1,0
endiviensalat,2,2,1,0
energy,2,1,2,0
energy vanille,2,2,1,0
engel,2,2,1,0
entrecote,2,2,1,0
erb,2,2,1,0
erbette,2,2,1,0
erbsen TK,2,1,2,0
erbsenpürre,2,2,1,0
erbsenspargel,2,2,1,0
erbsenspargelsprossen,2,1,2,0
erdbee,2,2,1,0
erdbeer glace,2,1,2,0
erdbeerglace,2,2,1,0
erdbeerjoghurt,2,2,1,0
eschal,2,2,1,0
eschaloten,2,1,2,0
eschalottes,2,1,2,0
espro sakura mix,2,1,2,0
essiggurke,2,2,1,0
etiket,2,1,2,0
exotisch,2,1,2,0
exotischer Fruchtsalat,2,1,2,0
fRUCHTSALAT,2,1,2,0
falfel,2,2,1,0
falmmkuchen,2,2,1,0
farfalle,2,2,1,0
farina di riso,2,1,2,0
farmer,2,1,2,0
fave,2,2,1,0
favorito ,2,2,1,0
fecule,2,1,2,0
federk,2,2,1,0
federkhol,2,2,1,0
feigen frisch,2,2,1,0
feigen senf,2,2,1,0
feigenkern,2,1,2,0
feigenmark,2,1,2,0
felchlin,2,2,1,0
fencehl,2,2,1,0
fench,2,2,1,0
fenchel würfel,2,2,1,0
fenkel,2,1,2,0
fenouille,2,1,2,0
fertig gerichte,2,1,2,0
festkochend jumbo,2,1,2,0
festkochende,2,2,1,0
fett,2,2,1,0
fideli,2,1,2,0
figuen,2,1,2,0
filet im teig,2,2,1,0
filo teig,2,2,1,0
filoteig,2,2,1,0
fina,2,1,2,0
fior,2,1,2,0
fior di latte,2,2,1,0
fisch knusperli,2,1,2,0
flMMKUCHEN,2,1,2,0
flammenkuchen,2,2,1,0
flammkuchen ,2,1,2,0
fleischtomate,2,2,1,0
fleur ,2,2,1,0
fleur de sel,2,2,1,0
flor,2,2,1,0
flora plant,2,2,1,0
flowers,2,1,2,0
flädli,2,1,2,0
foccacia,2,2,1,0
fol epi,2,2,1,0
folienkartoffel,2,1,2,0
fondue ,2,2,1,0
fondue bon la la,2,1,2,0
fondue bon lala,2,1,2,0
fondue gerber,2,2,1,0
fondue kartoffeln,2,1,2,0
food,2,1,2,0
forel,2,1,2,0
forellen,2,2,1,0
französische salatsauce,2,2,1,0
fraîches,2,1,2,0
freiämter rösti,2,2,1,0
frem,2,2,1,0
fremd,2,1,2,0
fremde bananen,2,2,1,0
frenchdressing,2,1,2,0
fresh,2,2,1,0
fries jumbo,2,1,2,0
frigemo country,2,1,2,0
frisch,2,2,1,0
frisckäse,2,1,2,0
frissee,2,2,1,0
frittier,2,2,1,0
frucht frische,2,1,2,0
fruchtmark,2,2,1,0
fruchtmischung,2,2,1,0
fruchtsalat exotisch,2,1,2,0
fruchtspies,2,1,2,0
fruchtspiessli,2,2,1,0
fruhlings,2,1,2,0
fruit salad,2,1,2,0
fruité,2,1,2,0
früchte getrocknet,2,2,1,0
früchte mischung,2,1,2,0
früchtebrot,2,2,1,0
frühkartoffeln,2,2,1,0
frühlauch,2,1,2,0
frühlingsrollen mini,2,2,1,0
frühlingszw,2,2,1,0
gala äpfel,2,2,1,0
galal,2,2,1,0
galan,2,2,1,0
galangal,2,1,2,0
galbani,2,2,1,0
galbani ricotta,2,2,1,0
galettini,2,2,1,0
galgan,2,1,2,0
ganzer knoblauch,2,1,2,0
garlic peeled,2,1,2,0
garnitur,2,2,1,0
gasparini becher,2,1,2,0
gastro brot,2,2,1,0
gebrannte,2,2,1,0
geflügel speck,2,1,2,0
geflügelbratuwurst,2,1,2,0
geflügelbratwurst,2,1,2,0
gefrohrene beeren,2,1,2,0
gegrillt,2,1,2,0
gegrillte peperoni,2,1,2,0
gehackte tomaten,2,2,1,0
geissfrisch,2,2,1,0
geissfrischkäse,2,2,1,0
gelbe bohnen,2,2,1,0
gelbe rübe,2,1,2,0
gemuse,2,1,2,0
gemuse brunoise,2,1,2,0
gemüse Ter,2,1,2,0
gemüse bouillon,2,2,1,0
gemüse brünois,2,1,2,0
gemüse extrakt,2,1,2,0
gemüse julienne mix,2,1,2,0
gemüse taschen,2,1,2,0
gemüse zwiebel,2,1,2,0
gemüseburger,2,1,2,0
gemüsekuchen,2,1,2,0
gemüsemischung gebraten,2,1,2,0
gemüsemischungen,2,1,2,0
gemüsemix,2,2,1,0
gemüsespiess,2,2,1,0
gemüsest,2,1,2,0
gemüsetatar,2,2,1,0
gemüsezwiebel,2,2,1,0
geraffelt,2,2,1,0
gerber assortiert,2,2,1,0
gerber extra,2,2,1,0
gerber mit kräuter,2,2,1,0
geriebener käse,2,1,2,0
gerstensuppe,2,2,1,0
geräuchert,2,2,1,0
geräucherte Forelle,2,1,2,0
geschenkpackung,2,2,1,0
geschwefelt,2,1,2,0
giosa,2,2,1,0
glace ,2,1,2,0
glace vanille,2,1,2,0
glukose,2,2,1,0
glute,2,1,2,0
gluten frei,2,2,1,0
glutenfreie brot,2,1,2,0
glutenfreie brote,2,1,2,0
glühwein weiss,2,1,2,0
gno,2,2,1,0
